Weaving configuration: EXEC,CALL,FIELD,ARRAY,SYNC,LABEL,PARAM,LOCAL,OBJECT,LINE
Selected File Format: Frequency
Excluded by name filter: java/time/LocalTime$1
Weaving executed: Class=com/zaxxer/nuprocess/CatTest$3, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/NuProcess/target/test-classes/, LogLevel=Normal, ClassHash=6dabaa63c39f2e39b6b617851c3539193481d461, ClassLoaderID=Loader@251a69d7:com/zaxxer/nuprocess/CatTest$3
Excluded by name filter: java/nio/file/attribute/FileAttribute
Excluded by name filter: sun/nio/fs/UnixFileModeAttribute
Excluded by name filter: sun/nio/fs/UnixChannelFactory
Excluded by name filter: sun/nio/fs/UnixChannelFactory$Flags
Excluded by name filter: sun/nio/fs/UnixChannelFactory$1
Excluded by name filter: sun/nio/ch/FileChannelImpl
Excluded by name filter: java/nio/channels/FileChannel
Excluded by name filter: java/nio/channels/SeekableByteChannel
Excluded by name filter: java/nio/channels/ByteChannel
Excluded by name filter: java/nio/channels/ReadableByteChannel
Excluded by name filter: java/nio/channels/Channel
Excluded by name filter: java/nio/channels/WritableByteChannel
Excluded by name filter: java/nio/channels/GatheringByteChannel
Excluded by name filter: java/nio/channels/ScatteringByteChannel
Excluded by name filter: java/nio/channels/spi/AbstractInterruptibleChannel
Excluded by name filter: java/nio/channels/InterruptibleChannel
Excluded by name filter: sun/nio/ch/IOUtil
Excluded by name filter: sun/nio/ch/NativeThreadSet
Excluded by name filter: sun/nio/ch/FileDispatcherImpl
Excluded by name filter: sun/nio/ch/FileDispatcher
Excluded by name filter: sun/nio/ch/NativeDispatcher
Excluded by name filter: sun/nio/ch/FileChannelImpl$Closer
Excluded by name filter: java/nio/channels/Channels
Excluded by name filter: java/nio/channels/Channels$1
Excluded by name filter: java/nio/channels/SelectableChannel
Excluded by name filter: sun/nio/ch/NativeThread
Excluded by name filter: sun/nio/ch/Util
Excluded by name filter: sun/nio/ch/Util$1
Excluded by name filter: sun/nio/ch/Util$BufferCache
Excluded by name filter: java/nio/DirectByteBuffer$Deallocator
Excluded by name filter: sun/nio/ch/IOStatus
Weaving executed: Class=com/zaxxer/nuprocess/DirectWriteTest$2, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/NuProcess/target/test-classes/, LogLevel=Normal, ClassHash=28a294b96eca7bf157b28f7a972a688b48f0179c, ClassLoaderID=Loader@251a69d7:com/zaxxer/nuprocess/DirectWriteTest$2
Weaving executed: Class=com/zaxxer/nuprocess/DirectWriteTest$ProcessHandler2, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/NuProcess/target/test-classes/, LogLevel=Normal, ClassHash=8bcb4c4fedd19bc633459e39b4ae11554d17708c, ClassLoaderID=Loader@251a69d7:com/zaxxer/nuprocess/DirectWriteTest$ProcessHandler2
Weaving executed: Class=com/zaxxer/nuprocess/DirectWriteTest$3, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/NuProcess/target/test-classes/, LogLevel=Normal, ClassHash=5e548a127379b7d019a6fdd3b4acb2953b89ae24, ClassLoaderID=Loader@251a69d7:com/zaxxer/nuprocess/DirectWriteTest$3
Weaving executed: Class=com/zaxxer/nuprocess/DirectWriteTest$1, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/NuProcess/target/test-classes/, LogLevel=Normal, ClassHash=16902c053d8443bbbe5879584aca59f9bf5377c2, ClassLoaderID=Loader@251a69d7:com/zaxxer/nuprocess/DirectWriteTest$1
Weaving executed: Class=com/zaxxer/nuprocess/DirectWriteTest$ProcessHandler1, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/NuProcess/target/test-classes/, LogLevel=Normal, ClassHash=07d3910dffa1780d258c78359d71e4e3dfa196a5, ClassLoaderID=Loader@251a69d7:com/zaxxer/nuprocess/DirectWriteTest$ProcessHandler1
Excluded by name filter: java/util/Scanner
Excluded by name filter: java/util/Scanner$PatternLRUCache
Excluded by name filter: java/text/Format
Excluded by name filter: java/text/NumberFormat
Excluded by name filter: java/text/spi/NumberFormatProvider
Excluded by name filter: sun/util/locale/provider/NumberFormatProviderImpl
Excluded by name filter: sun/util/locale/provider/LocaleResources
Excluded by name filter: sun/util/locale/provider/LocaleResources$ResourceReference
Excluded by name filter: java/text/DecimalFormatSymbols
Excluded by name filter: java/text/spi/DecimalFormatSymbolsProvider
Excluded by name filter: sun/util/locale/provider/DecimalFormatSymbolsProviderImpl
Excluded by name filter: java/lang/StringLatin1$CharsSpliterator
Excluded by name filter: java/util/stream/IntStream
Excluded by name filter: java/util/stream/IntPipeline
Excluded by name filter: java/util/stream/IntPipeline$Head
Excluded by name filter: java/util/function/IntPredicate
Excluded by name filter: java/util/stream/IntPipeline$StatelessOp
Excluded by name filter: java/util/stream/IntPipeline$10
Excluded by name filter: java/util/function/IntConsumer
Excluded by name filter: java/util/stream/Sink$OfInt
Excluded by name filter: java/util/stream/FindOps$FindSink$OfInt
Excluded by name filter: java/util/OptionalInt
Excluded by name filter: java/util/stream/Sink$ChainedInt
Excluded by name filter: java/util/stream/IntPipeline$10$1
Excluded by name filter: java/lang/StringUTF16$CharsSpliterator
Excluded by name filter: java/lang/CharacterData00
Excluded by name filter: java/text/DecimalFormat
Excluded by name filter: java/text/FieldPosition
Excluded by name filter: java/text/DigitList
Excluded by name filter: java/math/RoundingMode
Weaving executed: Class=com/zaxxer/nuprocess/EnvironmentTest$ProcessHandler, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/NuProcess/target/test-classes/, LogLevel=Normal, ClassHash=07262fb74c42f3b904596416bbcb0da92110577d, ClassLoaderID=Loader@251a69d7:com/zaxxer/nuprocess/EnvironmentTest$ProcessHandler
Excluded by name filter: java/io/StringReader
Weaving executed: Class=com/zaxxer/nuprocess/FastExitingProcessTest$Handler, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/NuProcess/target/test-classes/, LogLevel=Normal, ClassHash=fcc7b5d2266dd3dd40ea806458f777ccb3d46bc2, ClassLoaderID=Loader@251a69d7:com/zaxxer/nuprocess/FastExitingProcessTest$Handler
Excluded by name filter: java/nio/channels/Channels$WritableByteChannelImpl
Excluded by name filter: java/nio/channels/spi/AbstractInterruptibleChannel$1
Excluded by name filter: sun/nio/ch/Interruptible
Excluded by name filter: org/hamcrest/Matchers
Excluded by name filter: org/hamcrest/core/IsEqual
Excluded by name filter: org/hamcrest/BaseMatcher
Excluded by name filter: org/hamcrest/Matcher
Excluded by name filter: org/hamcrest/MatcherAssert
Excluded by name filter: org/hamcrest/Description
Excluded by name filter: org/hamcrest/core/IsNull
Excluded by name filter: org/hamcrest/core/Is
Weaving executed: Class=com/zaxxer/nuprocess/InterruptTest$1, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/NuProcess/target/test-classes/, LogLevel=Normal, ClassHash=341083f85eb398f752e696b1a22db3f0f0848401, ClassLoaderID=Loader@251a69d7:com/zaxxer/nuprocess/InterruptTest$1
Weaving executed: Class=com/zaxxer/nuprocess/InterruptTest$2, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/NuProcess/target/test-classes/, LogLevel=Normal, ClassHash=e9b5676dbc25063150785423bf83036074dfb533, ClassLoaderID=Loader@251a69d7:com/zaxxer/nuprocess/InterruptTest$2
Excluded by name filter: java/lang/Math$RandomNumberGeneratorHolder
Excluded by name filter: org/junit/Assume
Excluded by name filter: org/junit/AssumptionViolatedException
Excluded by name filter: org/hamcrest/CoreMatchers
Weaving executed: Class=com/zaxxer/nuprocess/ThreadedTest$MyThread, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/NuProcess/target/test-classes/, LogLevel=Normal, ClassHash=f6db107f44de111033a9f74db7f45801839e1d9c, ClassLoaderID=Loader@251a69d7:com/zaxxer/nuprocess/ThreadedTest$MyThread
Weaving executed: Class=com/zaxxer/nuprocess/ThreadedTest$LottaProcessHandler, LoadedFrom=file:/mnt/c/Users/fujiwara%20yuma/NuProcess/target/test-classes/, LogLevel=Normal, ClassHash=59f0dd59946d1b3184575008a83b21e127468207, ClassLoaderID=Loader@251a69d7:com/zaxxer/nuprocess/ThreadedTest$LottaProcessHandler
Excluded by name filter: org/junit/runner/notification/RunNotifier$2
Excluded by name filter: org/apache/maven/surefire/shade/org/apache/maven/shared/utils/xml/XMLWriter
Excluded by name filter: org/apache/maven/surefire/booter/ForkedBooter$1
Excluded by name filter: java/util/IdentityHashMap$IdentityHashMapIterator
Excluded by name filter: java/util/IdentityHashMap$KeyIterator
Excluded by name filter: selogger/logging/util/JsonBuffer
